,Name,Domestic Total Gross,Distributor,MPAA Rating,Runtime,Production Budget,Release Month,Release Year,Actor Trendy Score,Director Trendy Score,Producer Trendy Score,Genre Trendy Score
2232,Anchorman 2: The Legend Continues,125.16836799999999,Paramount,PG-13,119,50.0,December,2013,605.3182265666667,122.63404933333334,171.3038343,0.0
2233,Lone Survivor,125.095601,Universal,R,121,40.0,December,2013,295.01085233333333,113.63522566666667,131.92973175,0.0
2234,G.I. Joe: Retaliation,122.52306000000002,Paramount,PG-13,99,130.0,March,2013,687.3051810904763,57.707066499999996,638.9929737355556,0.0
2235,Cloudy with a Chance of Meatballs 2,119.793567,Sony / Columbia,PG,95,78.0,September,2013,90.46845737499999,0.0,0.0,0.0
2236,Now You See Me,117.72398899999999,Lionsgate/Summit,PG-13,116,75.0,May,2013,1168.9551195571428,91.41381949999999,55.82496014285714,0.0
2237,The Wolf of Wall Street,116.900694,Paramount,R,180,100.0,December,2013,406.05353258333326,130.1986245,198.21877766666665,0.0
2238,Lee Daniels' The Butler,116.63209499999999,Weinstein Company,PG-13,132,30.0,August,2013,1389.4398380833334,47.566524,298.63240825,0.0
2239,The Hangover Part III,112.20007199999999,Warner Bros.,R,100,103.0,May,2013,816.4911066888889,162.53335499999997,505.4986800497076,0.0
2240,Epic,107.51868200000001,Fox,PG,102,100.0,May,2013,446.85426982499996,128.20001200000002,0.0,0.0
2241,Captain Phillips,107.10085500000001,Sony / Columbia,PG-13,134,55.0,October,2013,162.66251649999998,98.00272666666666,170.3110070320513,0.0
2242,Jackass Presents: Bad Grandpa,102.003019,Paramount,R,93,15.0,October,2013,63.31961499999999,95.00420199999999,159.36818266666666,0.0
2243,Pacific Rim,101.80290600000001,Warner Bros.,PG-13,131,190.0,July,2013,201.11375178571433,56.810559,312.1428464706478,0.0
2244,This is the End,101.470202,Sony / Columbia,R,107,32.0,June,2013,748.7623322261903,0.0,174.0440322857143,0.0
2245,Olympus Has Fallen,98.92564,FilmDistrict,R,120,70.0,March,2013,628.4901069444445,37.0835875,50.22568266666667,0.0
2246,42,95.020213,Warner Bros.,PG-13,128,40.0,April,2013,342.77666475,0.0,374.7487090539811,0.0
2247,Elysium,93.050117,TriStar,R,109,115.0,August,2013,254.542180875,115.646235,79.71509075,0.0
2248,Planes,90.288712,Buena Vista,PG,92,50.0,August,2013,3.6408313333333333,0.0,0.0,0.0
2249,The Lone Ranger,89.302115,Buena Vista,PG-13,149,215.0,July,2013,421.26841792857147,217.17415475,480.03699484615385,57.71535690909092
2250,Oblivion,89.107235,Universal,PG-13,125,120.0,April,2013,349.69105651666666,172.062763,303.7739255,0.0
2251,Saving Mr. Banks,83.30158,Buena Vista,PG-13,120,35.0,December,2013,378.4280745666666,255.959475,0.0,0.0
2252,Turbo,83.02812800000001,Fox,PG,96,135.0,July,2013,538.7313632777777,0.0,88.55430733333333,0.0
2253,2 Guns,75.61246,Universal,R,109,61.0,August,2013,331.5508459666667,66.528,113.60598241666668,0.0
2254,White House Down,73.10378399999999,Sony / Columbia,PG-13,137,150.0,June,2013,396.2933619357143,88.45322,872.95083175,0.0
2255,Mama,71.62818,Universal,PG-13,100,15.0,January,2013,105.26023540000001,0.0,115.24701133333335,0.0
2256,Safe Haven,71.34912,Relativity,PG-13,115,28.0,February,2013,244.5598245,31.922076333333333,456.99128353963687,0.0
2257,The Smurfs 2,71.01778399999999,Sony / Columbia,PG,105,105.0,July,2013,212.55783642857142,98.01351,112.79993300000001,0.0
2258,The Best Man Holiday,70.525195,Universal,R,122,17.0,November,2013,312.42062075,42.436516999999995,0.0,0.0
2259,Percy Jackson: Sea of Monsters,68.559554,Fox,PG,106,90.0,August,2013,262.24524775,64.003625,313.91772360606063,0.0
2260,A Good Day to Die Hard,67.349198,Fox,R,97,92.0,February,2013,152.26926185714285,47.648388,216.15829040384617,0.0
2261,Warm Bodies,66.380662,Lionsgate/Summit,PG-13,97,35.0,February,2013,478.2299718333333,35.014192,104.00184299999998,0.0
2262,Jack the Giant Slayer,65.187603,Warner Bros. (New Line),PG-13,114,195.0,March,2013,288.6315765714286,141.5795125,186.2879358653846,0.0
2263,Last Vegas,63.914167000000006,CBS Films,PG-13,90,28.0,November,2013,291.9796141666667,63.150991000000005,62.427923,0.0
2264,Ender's Game,61.737191,Lionsgate/Summit,PG-13,114,110.0,November,2013,499.7235308571429,0.0,35.060689,0.0
2265,Prisoners,61.002302,Warner Bros.,R,146,46.0,September,2013,534.8811893404762,2.0713340000000002,199.08243620000002,0.0
2266,After Earth,60.522096999999995,Sony / Columbia,PG-13,100,130.0,May,2013,311.3072885,79.52141,199.722215,0.0
2267,The Secret Life of Walter Mitty,58.236838,Fox,PG,114,90.0,December,2013,264.28727622619044,110.51531299999999,194.85260433333335,0.0
2268,Escape From Planet Earth,57.012977,Weinstein Company,PG,89,40.0,February,2013,238.69421755000002,0.0,0.0,0.0
2269,12 Years a Slave,56.67199300000001,Fox Searchlight,R,133,20.0,October,2013,534.7352492464287,0.0,206.76889914814814,0.0
2270,Free Birds,55.75048,Relativity,PG,90,55.0,November,2013,236.97076420714285,82.53827799999999,54.259094499999996,0.0
2271,Hansel and Gretel: Witch Hunters,55.703475,Paramount,R,88,50.0,January,2013,435.9395538333333,0.0,412.6021356888889,0.0
2272,Evil Dead (2013),54.239856,TriStar,R,91,17.0,April,2013,81.91078,0.0,103.61394366666667,0.0
2273,Red 2,53.26256,Lionsgate/Summit,PG-13,116,84.0,July,2013,294.29098810158735,110.33273700000001,339.49109446666665,0.0
2274,The Call,51.872378000000005,TriStar,R,95,13.0,March,2013,115.957554,0.0,0.0,0.0
2275,Pain and Gain,49.875291,Paramount,R,129,26.0,April,2013,311.52172247857146,277.39187975,368.45703722727274,0.0
2276,Gangster Squad,46.000903,Warner Bros.,R,113,60.0,January,2013,508.84987383134916,56.32210499999999,269.5646154,0.0
2277,Jurassic Park 3D,45.385934999999996,Universal,PG-13,127,10.0,April,2013,0.0,0.0,0.0,0.0
2278,The Internship,44.672764,Fox,PG-13,119,58.0,June,2013,382.24652176666666,119.39386633333334,270.13056077513227,0.0
2279,Riddick,42.025135,Universal,R,119,38.0,September,2013,209.3235577333333,15.515460000000001,112.3497625,0.0
2280,47 Ronin,38.362475,Universal,PG-13,127,175.0,December,2013,52.8928225,0.0,176.55518607142858,0.0
2281,Philomena,37.709979,Weinstein Company,PG-13,95,12.0,November,2013,204.27113450000002,2.7156569999999998,0.0,0.0
2282,The Family (2013),36.918811,Relativity,R,112,30.0,September,2013,276.0410855,15.132763,267.6155281238859,0.0
2283,Walking with Dinosaurs,36.076121,Fox,PG,87,80.0,December,2013,270.24324835833335,0.0,0.0,0.0
2284,Carrie (2013),35.266619,Sony / Screen Gems,R,92,30.0,October,2013,98.85257795,10.915744,110.18443316666668,0.0
2285,R.I.P.D.,33.618854999999996,Universal,PG-13,96,130.0,July,2013,315.8061905,76.897504,131.18173025,0.0
2286,Scary Movie 5,32.015786999999996,Weinstein / Dimension,PG-13,85,20.0,April,2013,26.593646000000003,42.436516999999995,46.566212,0.0
2287,The Mortal Instruments: City of Bones,31.165421000000002,Sony / Screen Gems,PG-13,120,60.0,August,2013,300.41067875,106.25729799999999,61.85959583636364,0.0
2288,Delivery Man,30.664106,Buena Vista,PG-13,105,26.0,November,2013,116.96930015000001,0.0,122.17126680000001,0.0
2289,Grudge Match,29.80726,Warner Bros.,PG-13,113,40.0,December,2013,221.55127516666664,144.219334,55.22380940000001,0.0
2290,One Direction: This is Us,28.873374,TriStar,PG,92,10.0,August,2013,0.0,0.0,0.0,0.0
2291,Kick-Ass 2,28.795984999999998,Universal,R,103,28.0,August,2013,375.7472689916667,24.850922,127.04861794444444,0.0
2292,Rush (2013),26.947623999999998,Universal,R,123,38.0,September,2013,258.42368535,95.93184319999997,197.78690548787878,0.0
2293,The Host (2013),26.627201,Open Road Films,PG-13,125,40.0,March,2013,129.64139025,30.834863499999997,327.18898966666666,0.0
2294,The World's End,26.004851000000002,Focus Features,R,109,20.0,August,2013,263.8152634285714,31.524275,87.74129380000001,0.0
2295,21 and Over,25.68238,Relativity,R,93,13.0,March,2013,51.802741999999995,0.0,167.21122595721926,0.0
2296,Her (2013),25.568251,Warner Bros.,R,120,23.0,December,2013,600.4115353166667,77.233467,238.366380625,0.0
2297,The Incredible Burt Wonderstone,22.537881,Warner Bros. (New Line),PG-13,100,30.0,March,2013,282.75103763333334,0.0,178.0351992222222,0.0
2298,The Big Wedding,21.819348,Lionsgate,R,89,35.0,April,2013,669.4411702202381,0.0,93.466502,0.0
2299,The Place Beyond the Pines,21.403519,Focus Features,R,140,15.0,March,2013,384.8892877833333,0.0,0.0,0.0
2300,Homefront,20.158898,Open Road Films,R,110,22.0,November,2013,301.65285990000007,0.0,0.0,0.0
2301,Broken City,19.701164000000002,Fox,R,109,35.0,January,2013,248.5051428857143,94.835059,257.32631178703707,0.0
2302,Beautiful Creatures (2013),19.452138,Warner Bros.,PG-13,132,60.0,February,2013,232.38170225714285,45.150705,399.13391790000003,0.0
2303,Runner Runner,19.316646,Fox,R,91,30.0,October,2013,266.35802848571427,58.0092,299.12326270370374,0.0
2304,Admission,18.007317,Focus Features,PG-13,117,13.0,March,2013,330.29902747619053,56.49998166666666,56.256155,0.0
2305,Nebraska,17.654912,Paramount,R,110,12.0,November,2013,46.0288026,0.0,0.0,0.0
2306,Parker,17.616641,FilmDistrict,R,118,35.0,January,2013,135.71986006666668,0.13788499999999998,106.74287679166666,0.0
2307,The Counselor,16.973715,Fox,R,117,25.0,October,2013,585.8972193630952,76.02730633333333,100.01748046666667,0.0
2308,Jobs,16.13141,Open Road Films,PG-13,122,12.0,August,2013,163.09627670000003,16.289867,0.0,0.0
2309,The Last Stand,12.050299,Lionsgate,R,107,45.0,January,2013,195.77612575,0.128486,122.64773846666665,0.0
2310,Out of the Furnace,11.330849,Relativity,R,106,22.0,December,2013,608.4115953988095,39.464306,286.2694202572193,0.0
2311,Getaway (2013),10.501938,Warner Bros.,PG-13,94,18.0,August,2013,187.16406466666666,16.298046,70.3508619375,0.0
2312,Tyler Perry Presents Peeples,9.177064999999999,Lionsgate,PG-13,95,15.0,May,2013,0.0,0.0,181.36875103333333,0.0
2313,Battle of the Year,8.888355,Sony / Screen Gems,PG-13,109,20.0,September,2013,64.94252,0.0,118.20757368888889,0.0
2314,Movie 43,8.840453,Relativity,R,97,6.0,January,2013,70.73597233333334,0.0,95.05068195721927,0.0
2315,Paranoia,7.385014999999999,Relativity,PG-13,115,35.0,August,2013,524.23045805,75.01646075,95.05068195721927,0.0
2316,Black Nativity,7.018189,Fox Searchlight,PG,92,17.5,November,2013,335.48197733333336,0.0,30.8464315,0.0
2317,Metallica Through the Never,3.4199669999999998,Picturehouse (II),R,93,18.0,September,2013,64.575175,29.117709666666666,0.0,0.0
2318,The Fifth Estate,3.255008,Buena Vista,R,124,28.0,October,2013,200.50388692857143,286.805935,90.941725,0.0
2319,Trance,2.3287430000000002,Fox Searchlight,R,101,20.0,April,2013,149.28865708333333,79.827579,20.2013725,0.0
2320,Oldboy (2013),2.193658,FilmDistrict,R,120,30.0,November,2013,324.08499655555556,48.216305999999996,163.72473382222222,0.0
2321,Alone Yet Not Alone,0.8878510000000001,Seatzy/IMA,PG-13,103,7.0,September,2013,0.0,0.0,0.0,0.0
2322,American Sniper,350.126372,Warner Bros.,R,132,58.8,December,2014,136.2503061794872,48.39112814285715,278.8039386,0.0
2323,The Hunger Games: Mockingjay - Part 1,337.13588500000003,Lionsgate,PG-13,123,125.0,November,2014,1298.8227791935064,246.59025800000003,689.5712449333333,0.0
2324,Guardians of the Galaxy,333.1766,Buena Vista,PG-13,121,170.0,August,2014,663.8741747413919,7.80245,1561.1510308095235,0.0
2325,Captain America: The Winter Soldier,259.766572,Buena Vista,PG-13,136,170.0,April,2014,706.338749569264,151.25621999999998,1741.5563833095234,0.0
2326,The LEGO Movie,257.760692,Warner Bros.,PG,100,60.0,February,2014,958.3767578543291,447.14253950000005,185.86679206363638,0.0
2327,Transformers: Age of Extinction,245.43907599999997,Paramount,PG-13,165,210.0,June,2014,220.292338469697,280.90597425000004,1375.8323370982762,0.0
2328,Maleficent,241.41037799999998,Buena Vista,PG,97,180.0,May,2014,304.7256616666667,0.0,160.96002264285715,0.0
2329,X-Men: Days of Future Past,233.92153399999998,Fox,PG-13,131,200.0,May,2014,682.7595749940476,116.11554266666667,624.392165142857,0.0
2330,Big Hero 6,222.52782799999997,Buena Vista,PG,108,165.0,November,2014,350.46258,140.746425,206.57993727272725,0.0
2331,Dawn of the Planet of the Apes,208.54558899999998,Fox,PG-13,130,170.0,July,2014,273.57550295833335,46.091684,727.9876708,0.0
2332,Godzilla (2014),200.67606899999998,Warner Bros.,PG-13,123,160.0,May,2014,120.00536722222222,0.0,317.9118943902174,0.0
2333,22 Jump Street,191.71933700000002,Sony / Columbia,R,112,50.0,June,2014,257.94070458333334,447.14253950000005,400.65744384999994,0.0
2334,Teenage Mutant Ninja Turtles (2014),191.204754,Paramount,PG-13,101,125.0,August,2014,160.01054440000001,68.913425,579.6848200294373,0.0
2335,Interstellar,188.020017,Paramount,PG-13,169,165.0,November,2014,686.3112277341271,331.78763575,805.7077865985507,0.0
2336,How to Train Your Dragon 2,177.002924,Fox,PG,105,145.0,June,2014,694.61335945,217.581231,0.0,0.0
2337,Gone Girl,167.767189,Fox,R,145,61.0,October,2014,204.72797594404764,90.01697425,194.59579724712643,0.0
2338,Divergent,150.947895,Lionsgate/Summit,PG-13,143,85.0,March,2014,427.15630195833336,59.5590485,119.65017775000001,0.0
2339,Neighbors,150.1574,Universal,R,96,18.0,May,2014,432.2645963679488,50.99415533333334,279.12628075,0.0
2340,Ride Along,134.9382,Universal,PG-13,100,25.0,January,2014,312.073929925,111.73447149999998,267.92705449999994,0.0
2341,Rio 2,131.53843500000002,Fox,G,101,103.0,April,2014,577.390048936508,178.508045,306.50346625,0.0
2342,Into the Woods,128.002372,Buena Vista,PG,124,50.0,December,2014,410.83636889365073,130.3743835,178.993879875,0.0
2343,Lucy,126.6636,Universal,R,90,40.0,July,2014,415.62584664999997,26.025787,30.498119,0.0
2344,The Fault in our Stars,124.87235,Fox,PG-13,125,12.0,June,2014,65.14321100000001,0.0,336.12799925,0.0
2345,Unbroken,115.637895,Universal,PG-13,137,65.0,December,2014,236.244665,0.0,250.9721781902174,42.250885708333335
2346,Night at the Museum: Secret of the Tomb,113.74662099999999,Fox,PG,97,127.0,December,2014,659.9562270674242,100.71359075000001,155.82262079999998,0.0
2347,Mr. Peabody & Sherman,111.50643000000001,Fox,PG,90,145.0,March,2014,199.32898863636365,0.0,376.10349425000004,0.0
2348,300: Rise of An Empire,106.580051,Warner Bros.,R,102,110.0,March,2014,144.9881005,0.0,786.6419097402173,0.0
2349,The Maze Runner,102.427862,Fox,PG-13,113,34.0,September,2014,0.0,0.0,448.7456592500001,0.0
2350,The Equalizer,101.530738,Sony / Columbia,R,128,55.0,September,2014,197.1453669047619,57.697605,279.84021475,0.0
2351,Noah,101.20004399999999,Paramount,PG-13,138,125.0,March,2014,432.49955395238095,47.778977,231.67747661379312,0.0
2352,Edge of Tomorrow,100.20625600000001,Warner Bros.,PG-13,113,178.0,June,2014,223.26629740476193,44.8564095,339.24182009126986,0.0
2353,Non-Stop,92.1686,Universal,PG-13,110,50.0,February,2014,165.10370840000002,63.686397,87.00368800000001,0.0
2354,Heaven is for Real,91.443253,TriStar,PG,100,12.0,April,2014,102.0454148,59.713955000000006,156.50701314285715,0.0
2355,Dumb and Dumber To,86.20801,Universal,PG-13,110,40.0,November,2014,165.0435216904762,44.699479,217.63050099999998,0.0
2356,Annie (2014),85.911262,Sony / Columbia,PG,118,65.0,December,2014,278.3772294920635,43.81183633333333,211.22846715151513,0.0
2357,Fury (2014),85.81790600000001,Sony / Columbia,R,134,68.0,October,2014,388.0140449666667,33.711019,101.77778483333333,42.250885708333335
2358,Tammy,84.525432,Warner Bros. (New Line),R,96,20.0,July,2014,314.72269085714294,0.0,178.05521249999998,0.0
2359,Annabelle,84.273813,Warner Bros. (New Line),R,95,6.5,October,2014,0.0,0.0,95.39876755,0.0
2360,The Other Woman (2014),83.91119300000001,Fox,PG-13,109,40.0,April,2014,183.68272477777776,49.20023,51.79124033333334,0.0
2361,Penguins of Madagascar,83.350911,Fox,PG,92,132.0,November,2014,170.1773681,324.832493,544.8182850000001,0.0
2362,Let's Be Cops,82.390774,Fox,R,104,17.0,August,2014,162.60973383333334,39.046489,149.676366,0.0
2363,The Monuments Men,78.03161999999999,Sony / Columbia,PG-13,110,70.0,February,2014,388.87435422619046,31.373938,189.42390600000002,0.0
2364,Hercules (2014),72.688614,Paramount,PG-13,98,100.0,July,2014,170.08377333333334,150.845,288.81370638636366,0.0
2365,The Purge: Anarchy,71.9628,Universal,R,103,9.0,July,2014,97.586856,0.0,311.0474852318182,0.0
2366,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",66.954149,Buena Vista,PG,81,28.0,October,2014,205.04915153333337,15.281285999999998,40.012882000000005,0.0
2367,Think Like a Man Too,65.182182,Sony / Screen Gems,PG-13,106,24.0,June,2014,279.6469324333333,111.73447149999998,56.1533465,0.0
2368,Exodus: Gods and Kings,65.014513,Fox,PG-13,150,140.0,December,2014,568.6577411904761,70.95652333333334,177.73329450000003,0.0
2369,The Nut Job,64.251541,Open Road Films,PG,86,42.0,January,2014,185.46139445238094,0.0,0.0,0.0
2370,The Grand Budapest Hotel,59.301324,Fox Searchlight,R,100,25.0,March,2014,787.8188665007575,26.139366666666664,104.83384698999998,0.0
2371,Planes: Fire & Rescue,59.165787,Buena Vista,PG,83,50.0,July,2014,22.852136,0.0,206.57993727272725,0.0
2372,RoboCop (2014),58.607006999999996,Sony / Columbia,PG-13,108,100.0,February,2014,886.271943625,0.0,204.94051752,0.0
2373,Dracula Untold,56.28035500000001,Universal,PG-13,92,70.0,October,2014,164.08968234999998,0.0,308.99921002355075,0.0
2374,Horrible Bosses 2,54.445356999999994,Warner Bros.,R,108,42.0,November,2014,709.4436114781745,22.666787,220.9460467,0.0
2375,The Hundred-Foot Journey,54.240821,Buena Vista,PG,122,22.0,August,2014,28.8097752,52.842985666666664,188.35734387280704,0.0
2376,No Good Deed (2014),52.543631999999995,Sony / Screen Gems,PG-13,84,13.2,September,2014,196.3519908,0.0,132.60505949999998,0.0
2377,Selma,52.076908,Paramount,PG-13,127,20.0,December,2014,526.5997985321428,0.0,213.24815195833332,0.0
2378,Muppets Most Wanted,51.183113,Buena Vista,PG,112,50.0,March,2014,285.96618593333335,0.0,116.792154125,0.0
2379,The Boxtrolls,50.837305,Focus Features,PG,97,60.0,September,2014,479.5264609666667,0.0,56.003051,0.0
2380,Jack Ryan: Shadow Recruit,50.577412,Paramount,PG-13,100,60.0,January,2014,277.34344716666664,181.030624,598.90388497114,0.0
2381,If I Stay,50.474843,Warner Bros. (New Line),PG-13,106,11.0,August,2014,245.27270957142858,0.0,69.48661680000001,0.0
2382,The Book of Life (2014),50.151543,Fox,PG,95,50.0,October,2014,598.0161650476191,0.0,57.72905971428571,0.0
2383,About Last Night (2014),48.637684,Sony / Screen Gems,R,100,12.5,February,2014,250.8858024333333,43.3055305,99.96518283333333,0.0
2384,Into The Storm,47.602194,Warner Bros. (New Line),PG-13,89,50.0,August,2014,43.853424,42.587643,76.23577725,0.0
2385,The Judge,47.119388,Warner Bros.,R,141,50.0,October,2014,752.4127051666666,37.081475,188.1687988888889,0.0
2386,Jersey Boys,47.047013,Warner Bros.,R,134,40.0,June,2014,15.024049,48.39112814285715,365.35589723333334,0.0
2387,Blended,46.29461,Warner Bros.,PG-13,117,40.0,May,2014,117.9541551111111,108.858238,186.5136578651316,0.0
2388,The Giver,45.090374,Weinstein Company,PG-13,91,25.0,August,2014,250.51605067142856,118.31136799999999,287.69407524999997,0.0
2389,Need for Speed,43.577636,Buena Vista,PG-13,130,66.0,March,2014,352.89203309999994,70.012847,128.2887348,0.0
2390,A Million Ways to Die in the West,43.1393,Universal,R,116,40.0,May,2014,610.7925601095238,218.81548700000002,406.23173948529416,60.347586750000005
2391,John Wick,43.037835,Lionsgate/Summit,R,96,20.0,October,2014,309.524462,0.0,0.0,0.0
2392,Birdman,42.340598,Fox Searchlight,R,119,18.0,October,2014,593.7209974555556,0.0,58.89359141379311,0.0
2393,Dolphin Tale 2,42.024533,Warner Bros.,PG,107,36.0,September,2014,245.66045940000004,0.0,123.87110349999999,0.0
2394,Earth to Echo,38.934841999999996,Relativity,PG,91,13.0,July,2014,0.0,0.0,189.15259910898553,0.0
2395,Sex Tape,38.543473,Sony / Columbia,R,94,40.0,July,2014,231.03489442063494,59.3050035,279.84021475,0.0
