,Name,Domestic Total Gross,Distributor,MPAA Rating,Runtime,Production Budget,Release Month,Release Year,Actor Trendy Score,Director Trendy Score,Producer Trendy Score,Genre Trendy Score
2009,Jack and Jill,74.15815699999999,Sony / Columbia,PG,91,79.0,November,2011,352.129425375,110.48083325,580.1841198265013,0.0
2010,Justin Bieber: Never Say Never,73.01391,Paramount,G,105,13.0,February,2011,0.0,42.400223,0.0,0.0
2011,Dolphin Tale,72.28677900000001,Warner Bros.,PG,112,37.0,September,2011,184.86448,0.0,137.50987244444443,0.0
2012,No Strings Attached,70.66221999999999,Paramount,R,110,25.0,January,2011,597.2141379999999,0.0,373.8951847068783,0.0
2013,Mr. Popper's Penguins,68.224452,Fox,PG,95,55.0,June,2011,149.9452766904762,78.95039249999999,62.525091,0.0
2014,Unknown,63.686397,Warner Bros.,PG-13,109,30.0,February,2011,163.2144005142857,32.0648,162.60454155555556,0.0
2015,The Adjustment Bureau,62.495644999999996,Universal,PG-13,99,50.2,March,2011,349.0795626666667,0.0,90.54787599999999,0.0
2016,Water for Elephants,58.709717000000005,Fox,PG-13,120,38.0,April,2011,443.6515656,166.184594,101.09299,0.0
2017,The Lincoln Lawyer,58.0092,Lionsgate,R,119,40.0,March,2011,266.19058760714285,0.0,121.36962065,0.0
2018,Midnight in Paris,56.81704499999999,Sony Classics,PG-13,88,17.0,May,2011,511.32860651746034,9.870695,0.0,0.0
2019,Friends with Benefits,55.802754,Sony / Screen Gems,R,120,35.0,July,2011,184.196285,37.8163775,37.8163775,0.0
2020,I Am Number Four,55.100437,Buena Vista,PG-13,104,60.0,February,2011,155.1194514,59.331039000000004,359.4555869785714,0.0
2021,Source Code,54.712227,Summit Entertainment,PG-13,94,32.0,April,2011,249.22121838095237,0.0,63.963347999999996,0.0
2022,New Year's Eve,54.544638,Warner Bros. (New Line),PG-13,117,56.0,December,2011,1141.2561410285714,102.8280675,0.0,0.0
2023,Diary of a Wimpy Kid: Rodrick Rules,52.698535,Fox,PG,96,21.0,March,2011,64.003625,42.1083695,64.003625,0.0
2024,Footloose (2011),51.802741999999995,Paramount,PG-13,113,24.0,October,2011,88.49277428571429,9.39687,479.2987613068783,0.0
2025,The Dilemma,48.47529,Universal,PG-13,118,70.0,January,2011,607.709422047619,107.79598149999998,302.4802564166667,0.0
2026,Hall Pass,45.060734000000004,Warner Bros. (New Line),R,98,36.0,February,2011,255.99750272222224,42.071069,88.03472233333333,0.0
2027,The Artist,44.671682000000004,Weinstein Company,PG-13,100,15.0,November,2011,72.204032,0.0,0.0,0.0
2028,Soul Surfer,43.853424,TriStar,PG,105,18.0,April,2011,81.69916128571428,10.41198,35.262902,0.0
2029,Final Destination 5,42.587643,Warner Bros. (New Line),R,95,40.0,August,2011,0.0,0.0,0.0,0.0
2030,Hanna,40.259119,Focus Features,PG-13,111,30.0,April,2011,298.7307215666667,0.0,0.0,0.0
2031,Something Borrowed,39.046489,Warner Bros.,PG-13,103,35.0,May,2011,147.5745689047619,0.0,311.54889594444444,0.0
2032,Spy Kids: All the Time in the World,38.538188,Weinstein / Dimension,PG,88,27.0,August,2011,291.7243897222222,58.771425,67.18848899999999,0.0
2033,Scream 4,38.180928,Weinstein / Dimension,R,103,40.0,April,2011,255.38666433333333,30.644586666666665,31.214661500000002,0.0
2034,"Big Mommas: Like Father, Like Son",37.915414,Fox,PG-13,107,32.0,February,2011,194.63372855,52.2990865,57.80499355172414,0.0
2035,Red Riding Hood,37.662162,Warner Bros.,PG-13,100,42.0,March,2011,509.96357603333337,80.557734,142.464113,0.0
2036,In Time,37.520095,Fox,PG-13,109,40.0,October,2011,365.1665276166666,24.149632,124.69253596839079,0.0
2037,Paul,37.412945,Universal,R,100,40.0,March,2011,628.490353279798,121.463226,81.63017255555555,0.0
2038,J. Edgar,37.30603,Warner Bros.,R,137,35.0,November,2011,417.74355426666665,61.507407625,357.5622380555556,0.0
2039,The Roommate,37.300107000000004,Sony / Screen Gems,PG-13,93,16.0,February,2011,179.2773195,0.0,185.99536383333333,0.0
2040,Jumping the Broom,37.295394,TriStar,PG-13,113,6.6,May,2011,70.477725,0.0,0.0,0.0
2041,The Change-Up,37.081475,Universal,R,101,52.0,August,2011,339.5929154444445,134.8663965,79.70439236363636,0.0
2042,30 Minutes or Less,37.053924,Sony / Columbia,R,83,28.0,August,2011,253.967377,75.59028599999999,80.41114549999999,0.0
2043,Colombiana,36.665853999999996,TriStar,PG-13,107,40.0,August,2011,200.63966049999996,0.0,47.92350428571428,0.0
2044,Sucker Punch,36.392502,Warner Bros.,PG-13,120,82.0,March,2011,183.59677635714286,108.205252,361.0821406727273,0.0
2045,Larry Crowne,35.608245000000004,Universal,PG-13,99,30.0,July,2011,449.31298548809525,0.0,158.31728110714283,0.0
2046,A Very Harold & Kumar 3D Christmas,35.061031,Warner Bros.,R,89,19.0,November,2011,137.25614041666665,0.0,24.459029666666666,0.0
2047,Drive (2011),35.060689,FilmDistrict,R,103,15.0,September,2011,106.26030383333332,0.0,111.35778160000001,0.0
2048,50/50,35.014192,Summit Entertainment,R,99,8.0,September,2011,339.93427725757573,0.0,219.11283200000003,0.0
2049,The Rite,33.047633000000005,Warner Bros. (New Line),PG-13,112,37.0,January,2011,88.37150916666667,54.004852,107.190834,0.0
2050,Arthur (2011),33.035396999999996,Warner Bros.,PG-13,110,40.0,April,2011,188.87885229523812,0.0,362.9679392785714,0.0
2051,The Debt,31.177547999999998,Focus Features,R,113,20.0,August,2011,335.6923731166667,7.535330999999999,22.28089175,0.0
2052,The Sitter,30.441326,Fox,R,100,25.0,December,2011,244.7566372051282,87.34138,66.6420766923077,0.0
2053,Priest,29.136626,Sony / Screen Gems,PG-13,87,60.0,May,2011,515.0206690119047,40.168079999999996,66.6420766923077,0.0
2054,The Mechanic,29.121498,CBS Films,R,100,40.0,January,2011,78.73381125,47.860214,30.1673608,0.0
2055,Abduction,28.087155,Lionsgate,PG-13,106,35.0,September,2011,844.1012530119048,100.824641,266.1712306190476,0.0
2056,Beastly,27.865571000000003,CBS Films,PG-13,95,17.0,March,2011,159.41433466666666,0.0,9.3717675,0.0
2057,Winnie the Pooh,26.692846000000003,Buena Vista,G,63,30.0,July,2011,0.0,0.0,241.45685959999997,0.0
2058,Killer Elite,25.124966,Open Road Films,R,100,70.0,September,2011,135.1285327142857,0.0,0.0,0.0
2059,Season of the Witch,24.827228,Relativity,PG-13,98,40.0,January,2011,499.778451,10.275638,84.93921825882354,0.0
2060,Don't Be Afraid of the Dark,24.046682,FilmDistrict,R,100,25.0,August,2011,173.9127935,0.0,162.60426881818182,0.0
2061,Sanctum,23.209310000000002,Universal,R,103,30.0,February,2011,104.05077033333332,0.0,434.00145155882353,0.0
2062,Monte Carlo,23.186769,Fox,PG,109,20.0,July,2011,141.099777,60.062868,120.91031158505747,0.0
2063,Your Highness,21.596445000000003,Universal,R,102,49.9,April,2011,346.355808925,87.34138,59.1910525,0.0
2064,The Darkest Hour,21.443494,Summit Entertainment,PG-13,89,30.0,December,2011,87.4893575,0.0,89.55488755172414,0.0
2065,Mars Needs Moms,21.392757999999997,Buena Vista,PG,88,150.0,March,2011,100.18264049999999,0.0,0.0,0.0
2066,Dream House,21.30234,Universal,PG-13,92,50.0,September,2011,167.21352826666669,29.764754500000002,69.76102016666667,0.0
2067,Conan the Barbarian (2011),21.295021,Lionsgate,R,112,90.0,August,2011,77.6548075,51.93525166666666,61.29526066666667,0.0
2068,The Three Musketeers (2011),20.374484,Summit Entertainment,PG-13,110,75.0,October,2011,660.3675579999999,58.908943,114.6785194,0.0
2069,The Eagle,19.490041,Focus Features,PG-13,114,25.0,February,2011,220.74395013492062,17.606684,0.0,0.0
2070,Shark Night 3D,18.877153,Relativity,PG-13,95,25.0,September,2011,798.003528,44.16737800000001,0.0,0.0
2071,Fright Night (2011),18.302607000000002,Buena Vista,R,106,30.0,August,2011,305.086336,5.972884,66.6420766923077,0.0
2072,Young Adult,16.311571,Paramount,R,94,12.0,December,2011,118.11043008333334,84.037385,124.97112641666666,0.0
2073,Judy Moody and the NOT Bummer Summer,15.01365,Relativity,PG,91,20.0,June,2011,0.0,19.0221305,0.0,0.0
2074,What's Your Number?,14.011084,Fox,R,106,20.0,September,2011,349.06490983333333,0.0,164.99582755172412,0.0
2075,One Day,13.843770999999998,Focus Features,PG-13,107,15.0,August,2011,179.38740804761903,12.574914,64.003625,0.0
2076,Warrior,13.657115,Lionsgate,PG-13,139,25.0,September,2011,322.10350050000005,15.740720999999999,0.0,0.0
2077,The Tree of Life,13.303319,Fox Searchlight,PG-13,138,32.0,May,2011,138.17234775,12.712093,95.52376633333333,0.0
2078,The Rum Diary,13.109815,FilmDistrict,R,120,45.0,October,2011,656.4753381666667,0.0,130.21846656666665,0.0
2079,Glee The 3D Concert Movie,11.862397999999999,Fox,PG,100,9.0,August,2011,0.0,0.0,0.0,0.0
2080,The Conspirator,11.538203999999999,Roadside Attractions,PG-13,122,25.0,April,2011,336.4253561722222,15.002854000000001,24.459029666666666,0.0
2081,Straw Dogs (2011),10.324441,Sony / Screen Gems,R,105,25.0,September,2011,165.62675574999997,0.0,0.0,0.0
2082,Hoodwinked Too! Hood vs. Evil,10.143778999999999,Weinstein Company,PG,85,30.0,April,2011,14.800725,0.0,0.0,0.0
2083,Prom,10.130219,Buena Vista,PG,103,8.0,April,2011,0.0,0.0,0.0,0.0
2084,I Don't Know How She Does It,9.662284,Weinstein Company,PG-13,95,24.0,September,2011,247.488219775,138.64484575,0.0,0.0
2085,Johnny English Reborn,8.30597,Universal,PG,101,45.0,October,2011,40.24431233333334,0.0,81.63017255555555,0.0
2086,The Big Year,7.204138,Fox,PG,100,41.0,October,2011,373.6693268888889,124.74046000000001,272.988845375,0.0
2087,The Guard,5.3602739999999995,Sony Classics,R,96,6.0,July,2011,237.0960677777778,0.0,0.0,0.0
2088,Atlas Shrugged: Part I,4.627375,Rocky Mountain Pictures,PG-13,102,20.0,April,2011,0.0,0.0,0.0,0.0
2089,Anonymous,4.463292,Sony / Columbia,PG-13,130,30.0,October,2011,45.329523,149.212389,151.2000206,0.0
2090,The Company Men,4.4412720000000006,Weinstein Company,R,105,15.0,January,2011,278.60395162500004,0.0,9.739086571428572,0.0
2091,Barney's Version (U.S. only),4.439201000000001,Sony Classics,R,132,30.0,January,2011,136.27633854761905,0.0,0.0,0.0
2092,The Way Back,2.7018590000000002,Newmarket,PG-13,119,30.0,January,2011,186.35442444444445,93.92792,58.431539040000004,0.0
2093,Bucky Larson: Born to Be a Star,2.529395,Sony / Columbia,R,96,10.0,September,2011,122.34106550000001,0.0,179.87436960855263,0.0
2094,Incendies (U.S. only),2.0713340000000002,Sony Classics,R,130,6.8,April,2011,0.0,0.0,0.0,0.0
2095,The Mighty Macs,1.891936,Quaker Media,G,102,7.0,October,2011,60.33866985714286,0.0,0.0,0.0
2096,A Better Life,1.759252,Summit Entertainment,PG-13,97,10.0,June,2011,0.0,183.365681,0.0,0.0
2097,The Devil's Double,1.361512,Lionsgate,R,108,19.1,July,2011,78.35248849999999,0.0,0.0,0.0
2098,Snow Flower and the Secret Fan,1.3482049999999999,Fox Searchlight,PG-13,120,6.0,July,2011,0.0,0.0,0.0,0.0
2099,There Be Dragons,1.069334,Samuel Goldwyn,PG-13,120,36.0,May,2011,69.72713,0.0,0.0,0.0
2100,Attack the Block,1.024175,Sony / Screen Gems,R,88,13.0,July,2011,8.017917,0.0,0.0,0.0
2101,In a Better World,1.008098,Sony Classics,R,119,5.5,April,2011,0.0,0.0,0.0,0.0
2102,The Beaver,0.970816,Summit Entertainment,PG-13,91,21.0,May,2011,240.5754141666667,0.0,82.48986233333335,0.0
2103,Machine Gun Preacher,0.53869,Relativity,R,123,30.0,September,2011,165.63116380357144,86.90333066666666,0.0,0.0
2104,Hesher,0.382946,Wrekin Hill,R,109,7.0,May,2011,205.71983296666664,0.0,0.0,0.0
2105,Brighton Rock,0.22965300000000002,IFC,R,111,12.0,August,2011,116.68351866666667,0.0,0.0,0.0
2106,The Last Godfather,0.164247,Roadside Attractions,PG-13,100,13.4,April,2011,0.0,0.0,0.0,0.0
2107,Restless (2011),0.16326500000000002,Sony Classics,PG-13,91,8.0,September,2011,174.2182625,31.841299,89.80522375000001,0.0
2108,City of Life and Death,0.12255799999999999,Kino,R,132,12.0,May,2011,0.0,0.0,0.0,0.0
2109,Marvel's The Avengers,623.35791,Buena Vista,PG-13,142,220.0,May,2012,1216.749452302381,25.514517,1098.6355432829132,0.0
2110,The Dark Knight Rises,448.13909900000004,Warner Bros.,PG-13,165,250.0,July,2012,1083.842989702381,271.08880450000004,754.7792596215687,0.0
2111,The Hunger Games,408.010692,Lionsgate,PG-13,142,78.0,March,2012,426.4800295333333,0.0,168.15888383333333,0.0
2112,Skyfall,304.360277,Sony / Columbia,PG-13,143,200.0,November,2012,542.220094075,31.673881999999995,331.17101733333334,0.0
2113,The Twilight Saga: Breaking Dawn Part 2,292.324737,Lionsgate/Summit,PG-13,116,120.0,November,2012,1664.059309269048,145.771056,800.8526705833333,0.0
2114,The Amazing Spider-Man,262.030663,Sony / Columbia,PG-13,136,230.0,July,2012,260.1934836285714,32.391374,739.5756149017858,0.0
2115,Brave,237.28320699999998,Buena Vista,PG,100,185.0,June,2012,27.4818216,0.0,424.9844731999999,0.0
2116,Ted,218.81548700000002,Universal,R,106,50.0,June,2012,424.7844465515873,0.0,215.01259424242426,0.0
2117,Madagascar 3: Europe's Most Wanted,216.391482,Paramount (DreamWorks),PG,93,145.0,June,2012,912.1673020333333,779.866127,273.26912300000004,0.0
2118,Dr. Seuss' The Lorax,214.0305,Universal,PG,95,70.0,March,2012,231.57531099999997,251.51398500000002,375.195741,0.0
2119,Wreck-It Ralph,189.422889,Buena Vista,PG,108,165.0,November,2012,53.347944333333324,0.0,218.53881919999995,0.0
2120,Lincoln,182.207973,Buena Vista,PG-13,145,65.0,November,2012,187.247834375,151.30858399999997,384.8190290033417,0.0
2121,MIB 3,179.020854,Sony / Columbia,PG-13,106,225.0,May,2012,454.0048021,71.726025,128.19515036842108,0.0
2122,Django Unchained,162.80543400000002,Weinstein Company,R,165,100.0,December,2012,353.26466828571427,70.59559966666666,101.751231,45.37844558333333
2123,Ice Age: Continental Drift,161.321843,Fox,PG,94,95.0,July,2012,241.887117875,0.0,156.13117533333335,0.0
2124,Snow White and the Huntsman,155.332381,Universal,PG-13,127,170.0,June,2012,356.5229313809524,0.0,196.61526774603175,0.0
2125,Les Miserables (2012),148.80977,Universal,PG-13,157,61.0,December,2012,691.0474904107143,135.45314299999998,75.92257177777779,0.0
2126,Hotel Transylvania,148.313048,Sony / Columbia,PG,91,85.0,September,2012,290.03488121111116,0.0,251.57262323529412,0.0
2127,Taken 2,139.854287,Fox,PG-13,91,45.0,October,2012,268.57310533333333,36.665853999999996,47.89789428571429,0.0
2128,21 Jump Street,138.447667,Sony / Columbia,R,109,42.0,March,2012,225.23502999166666,448.690791,123.74124076190476,0.0
2129,Argo,136.02550300000001,Warner Bros.,R,120,44.5,October,2012,139.73099969999998,56.24324,251.26394683636363,0.0
2130,Silver Linings Playbook,132.092958,Weinstein Company,R,122,21.0,November,2012,513.577885,53.2012205,0.0,0.0
2131,Prometheus,126.477084,Fox,R,124,130.0,June,2012,319.46846687499993,65.9373508,283.5256875833333,0.0
2132,Safe House,126.373434,Universal,R,117,85.0,February,2012,294.3767360333333,0.0,241.85211976623378,0.0
2133,The Vow,125.01403,Sony / Screen Gems,PG-13,104,30.0,February,2012,135.51496952500003,0.0,231.49740010238094,0.0
2134,Life of Pi,124.987023,Fox,PG,126,120.0,November,2012,141.319928,31.702982333333335,0.0,0.0
2135,Magic Mike,113.721571,Warner Bros.,R,110,7.0,June,2012,175.639423125,78.173066,67.0314514,0.0
2136,The Bourne Legacy,113.20387,Universal,PG-13,135,125.0,August,2012,173.85866199999998,40.572825,305.08663836363644,0.0
2137,Journey 2: The Mysterious Island,103.86029,Warner Bros. (New Line),PG,94,79.0,February,2012,395.52361033333335,43.585753000000004,152.04599764285715,0.0
2138,Rise of the Guardians,103.412758,Paramount (DreamWorks),PG,97,145.0,November,2012,477.1479546904762,0.0,123.67325449999998,0.0
2139,Zero Dark Thirty,95.72071600000001,Sony / Columbia,R,157,40.0,December,2012,379.29432069696975,17.017811,499.57513686666664,0.0
2140,Flight,93.772375,Paramount,R,139,31.0,November,2012,264.6207680333333,127.63726666666668,0.0,0.0
2141,Think Like a Man,91.547205,Sony / Screen Gems,PG-13,122,12.0,April,2012,301.99441821666665,107.74296133333333,120.47735075,0.0
2142,The Expendables 2,85.028192,Lionsgate,R,102,100.0,August,2012,367.6499397666666,38.490856,0.0,0.0
2143,Wrath of the Titans,83.67008299999999,Warner Bros.,PG-13,99,150.0,March,2012,695.0417216333333,61.535096,289.2441137420815,0.0
2144,Jack Reacher,80.070736,Paramount,PG-13,130,60.0,December,2012,253.3669465333333,0.0,691.4071084357143,0.0
2145,Dark Shadows,79.727149,Warner Bros.,PG-13,113,150.0,May,2012,631.4681912166666,197.84941966666668,307.7884278363636,0.0
2146,Parental Guidance,77.267296,Fox,PG,104,25.0,December,2012,79.260808,29.721593000000002,176.760185,0.0
2147,John Carter,73.0781,Buena Vista,PG-13,132,250.0,March,2012,349.24044519696974,223.808164,263.03990919999995,0.0
2148,Act of Valor,70.012847,Relativity,R,111,12.0,February,2012,0.0,0.0,163.5849636346154,0.0
2149,This Is 40,67.544505,Universal,R,133,35.0,December,2012,557.5640489,103.35773300000001,213.69763892857142,0.0
2150,Contraband,66.528,Universal,R,110,25.0,January,2012,429.7979107944445,0.0,179.0572510277778,0.0
2151,Looper,66.486205,TriStar,R,118,30.0,September,2012,309.9996612797619,0.0,50.68829575,0.0
2152,Tyler Perry's Madea's Witness Protection,65.653242,Lionsgate,PG-13,114,20.0,June,2012,61.676896,53.69449666666666,80.63728458333334,0.0
2153,Battleship,65.422625,Universal,PG-13,131,209.0,May,2012,319.58160883333335,112.24632433333333,55.77336090909091,0.0
2154,Pitch Perfect,65.00109300000001,Universal,PG-13,112,17.0,September,2012,65.27604175,0.0,127.8883085,0.0
2155,Mirror Mirror,64.935167,Relativity,PG,106,85.0,March,2012,280.4053649047619,83.504017,289.4880452346154,0.0
2156,Chronicle (2012),64.575175,Fox,PG-13,83,12.0,February,2012,0.0,0.0,61.266980200000006,0.0
2157,Underworld Awakening,62.321039,Sony / Screen Gems,R,88,70.0,January,2012,87.38726775,0.0,116.31901982142855,0.0
2158,The Dictator,59.650222,Paramount,R,83,65.0,May,2012,285.111552375,128.50595800000002,195.69643534615386,0.0
2159,Total Recall (2012),58.87796899999999,Sony / Columbia,PG-13,121,125.0,August,2012,198.561694125,134.529403,122.45888426190476,0.0
2160,Titanic 3D,57.884114000000004,Paramount,PG-13,194,18.0,April,2012,0.0,0.0,0.0,0.0
2161,American Reunion,57.011520999999995,Universal,R,113,50.0,April,2012,7.19183,76.217456,177.51391075,0.0
2162,ParaNorman,56.003051,Focus Features,PG,93,60.0,August,2012,288.93970390714287,57.7714085,0.0,0.0
2163,This Means War,54.760791000000005,Fox,PG-13,97,65.0,February,2012,432.3956825833334,115.852889,501.14936953333336,0.0
2164,Ghost Rider: Spirit of Vengeance,51.774002,Sony / Columbia,PG-13,95,57.0,February,2012,119.14153751136362,55.676816,316.67876042467947,0.0
2165,The Grey,51.580236,Open Road Films,R,117,25.0,January,2012,103.12862183333334,56.5048925,104.54040258333333,0.0
2166,Red Tails,49.876377000000005,Fox,PG-13,120,58.0,January,2012,570.4149428,0.0,674.4185638333333,0.0
2167,The Possession,49.130154,Lionsgate,PG-13,91,14.0,August,2012,48.06431075,0.0,89.3005714,0.0
2168,Diary of a Wimpy Kid: Dog Days,49.008662,Fox,PG,94,22.0,August,2012,58.351079999999996,45.63842466666667,43.51531033333333,0.0
2169,Savages (2012),47.382068,Universal,R,130,45.0,July,2012,461.2525460833334,45.64629825,0.0,0.0
2170,The Best Exotic Marigold Hotel,46.412040999999995,Fox Searchlight,PG-13,118,10.0,May,2012,305.5141595714286,19.3564395,54.01765277777778,0.0
2171,Moonrise Kingdom,45.512465999999996,Focus Features,PG-13,93,16.0,May,2012,384.48129433333327,18.975345666666666,92.47000251282051,0.0
2172,Red Dawn (2012),44.806783,FilmDistrict,PG-13,93,65.0,November,2012,208.7706560833333,0.0,94.28532164285714,0.0
2173,The Three Stooges,44.338224,Fox,PG,92,30.0,April,2012,0.0,43.5659015,124.29523499999999,0.0
2174,Resident Evil: Retribution,42.345531,Sony / Screen Gems,R,95,65.0,September,2012,280.73735246666666,49.27532825,78.89531695454545,0.0
2175,What to Expect When You're Expecting,41.152203,Lionsgate,PG-13,110,40.0,May,2012,680.0142323472223,28.176493,0.0,0.0
2176,End of Watch,41.003371,Open Road Films,R,109,7.0,September,2012,240.73466704999998,26.418667,58.62308657142857,0.0
2177,Rock of Ages,38.518613,Warner Bros. (New Line),PG-13,123,75.0,June,2012,374.7869255511905,111.5944215,123.88343659523807,0.0
2178,Abraham Lincoln: Vampire Hunter,37.519139,Fox,R,105,69.0,June,2012,241.6889765,134.508551,171.63680450000004,0.0
2179,The Guilt Trip,37.134215000000005,Paramount,PG-13,95,40.0,December,2012,302.13749023809527,102.031602,623.0068296666667,0.0
2180,That's My Boy,36.931089,Sony / Columbia,R,114,70.0,June,2012,244.2277670277778,8.402485,393.5028209257703,0.0
2181,The Watch,35.353,Fox,R,102,68.0,July,2012,365.13234511666667,0.0,0.0,0.0
2182,Frankenweenie,35.291068,Buena Vista,PG,87,39.0,October,2012,77.714984,197.84941966666668,79.3846865,0.0
2183,Step Up Revolution,35.074677,Lionsgate/Summit,PG-13,100,33.0,July,2012,0.0,0.0,123.88343659523807,0.0
2184,House at the End of The Street,31.611915999999997,Relativity,PG-13,101,10.0,September,2012,85.30988700000002,0.0,118.74102130128207,0.0
2185,The Pirates! Band of Misfits,31.051126,Sony / Columbia,PG,88,55.0,April,2012,340.96670916666665,0.0,60.3882845,0.0
2186,The Five-Year Engagement,28.835528000000004,Universal,R,124,30.0,April,2012,277.02320982142857,62.073469,309.30495783333333,0.0
2187,One For the Money,26.414527000000003,Lionsgate,PG-13,91,40.0,January,2012,189.14570650000002,62.950384,94.92016687499998,0.0
2188,Alex Cross,25.888412,Lionsgate/Summit,PG-13,101,35.0,October,2012,124.901745,67.304261,58.62308657142857,0.0
2189,Katy Perry: Part of Me,25.326071,Paramount,PG,95,12.0,July,2012,0.0,0.0,0.0,0.0
2190,Sparkle (2012),24.397469,TriStar,PG-13,120,14.0,August,2012,59.105039500000004,37.295394,132.465875,0.0
2191,Premium Rush,20.275446,Sony / Columbia,PG-13,91,35.0,August,2012,177.08364270833331,30.695262,58.344536,0.0
2192,Big Miracle,20.1573,Universal,PG,123,40.0,February,2012,131.18140813333332,39.053061,110.1323781777778,0.0
2193,Haywire,18.942396,Relativity,R,93,23.0,January,2012,393.23427942499995,78.173066,135.5921556346154,0.0
2194,Man on a Ledge,18.62,Lionsgate/Summit,PG-13,102,42.0,January,2012,452.7868893333333,0.0,386.5663184142858,0.0
2195,A Thousand Words,18.450127,Paramount (DreamWorks),PG-13,91,40.0,March,2012,270.32280316666663,53.73843049999999,203.15124159999996,0.0
2196,Silent Hill: Revelation 3D,17.529157,Open Road Films,R,94,20.0,October,2012,167.07188266666668,0.0,42.483467454545455,0.0
2197,The Raven,16.008272,Relativity,R,103,26.0,April,2012,223.43983674999998,54.316959,145.28779241666666,0.0
2198,The Man with the Iron Fists,15.634089999999999,Universal,R,96,15.0,November,2012,290.0542403333333,0.0,64.42642353333332,0.0
2199,Killing Them Softly,15.026056,Weinstein Company,R,97,15.0,November,2012,117.97647492857143,3.9091489999999998,258.623529825,0.0
2200,Seven Psychopaths,15.024049,CBS Films,R,109,15.0,October,2012,397.97312053928573,0.0,0.0,0.0
2201,Lockout,14.326864000000002,FilmDistrict,PG-13,110,20.0,April,2012,53.04457366666665,0.0,47.89789428571429,0.0
2202,Dredd,13.414714000000002,Lionsgate,R,95,50.0,September,2012,374.25576825,72.266306,2.4346520000000003,0.0
2203,People Like Us,12.434778,Buena Vista,PG-13,115,16.0,June,2012,244.2728862857143,0.0,330.6996610238095,0.0
2204,The Words,11.494838,CBS Films,PG-13,96,6.0,September,2012,444.4575494940476,0.0,0.0,0.0
2205,Fun Size,9.409538000000001,Paramount,PG-13,90,14.0,October,2012,95.00420199999999,0.0,34.209806400000005,0.0
2206,Seeking a Friend for the End of the World,7.078738,Focus Features,R,94,10.0,June,2012,459.2125959166667,0.0,70.4980564,0.0
2207,Amour,6.739492,Sony Classics,PG-13,125,8.9,December,2012,0.0,2.222862,0.0,0.0
2208,Chasing Mavericks,6.002756,Fox,PG,111,20.0,October,2012,94.971449875,104.38695,7.204138,0.0
2209,The Apparition,4.936819,Warner Bros.,PG-13,82,17.0,August,2012,444.45759799999996,0.0,135.61080093750002,0.0
2210,Oogieloves In The BIG Balloon Adventure,1.065907,Kenn Viselman Presents,G,83,20.0,August,2012,77.19322475,0.0,0.0,0.0
2211,Not Fade Away,0.610792,Paramount Vantage,R,112,20.0,December,2012,39.4565885,0.0,0.0,0.0
2212,The Hunger Games: Catching Fire,424.668047,Lionsgate,PG-13,146,130.0,November,2013,1064.392448457143,130.359635,117.51305699999998,0.0
2213,Iron Man 3,409.01399399999997,Buena Vista,PG-13,129,200.0,May,2013,917.4615956666665,4.243755999999999,2094.052387785714,0.0
2214,Frozen,400.738009,Buena Vista,PG,108,150.0,November,2013,292.9293842,0.0,0.0,0.0
2215,Despicable Me 2,368.061265,Universal,PG,98,76.0,July,2013,473.41052075,484.2862275,384.0837746666667,0.0
2216,Man of Steel,291.045518,Warner Bros.,PG-13,143,225.0,June,2013,351.3322533190476,102.54813825000001,1056.0859989052633,0.0
2217,Gravity,274.09270499999997,Warner Bros.,PG-13,91,100.0,October,2013,200.02172933333333,35.552383,267.8538404761905,0.0
2218,Fast & Furious 6,238.67985,Universal,PG-13,130,160.0,May,2013,1267.275566583333,182.45096999999998,206.45001775,0.0
2219,Oz The Great and Powerful,234.911825,Buena Vista,PG,127,215.0,March,2013,376.39011125,189.315464,249.6468859,0.0
2220,Star Trek Into Darkness,228.778661,Paramount,PG-13,123,190.0,May,2013,662.7386346321427,172.921333,1115.0683699,0.0
2221,Thor: The Dark World,206.36213999999998,Buena Vista,PG-13,120,170.0,November,2013,1414.2896434595239,0.0,986.1404921190476,0.0
2222,World War Z,202.359711,Paramount,PG-13,116,190.0,June,2013,70.583157625,69.85602300000001,749.7566261111111,0.0
2223,The Croods,187.168425,Fox,PG,98,135.0,March,2013,291.206017375,247.687199,127.6244885,0.0
2224,The Heat,159.582188,Fox,R,117,43.0,June,2013,247.30378233333334,92.88097450000001,303.7739255,0.0
2225,We're the Millers,150.394119,Warner Bros. (New Line),R,110,37.0,August,2013,329.59186966666664,0.0,219.57392263398688,0.0
2226,American Hustle,150.117807,Sony / Columbia,R,138,40.0,December,2013,795.4990991,112.8549835,259.0115447333333,0.0
2227,The Great Gatsby (2013),144.840419,Warner Bros.,PG-13,143,105.0,May,2013,418.5130015,49.554002000000004,53.453747,0.0
2228,The Conjuring,137.400141,Warner Bros. (New Line),R,112,20.0,July,2013,244.82696299999998,16.809076,50.03908391666667,0.0
2229,Identity Thief,134.50692,Universal,R,111,35.0,February,2013,362.53780307575755,118.8422995,73.15132257142857,0.0
2230,Grown Ups 2,133.668525,Sony / Columbia,PG-13,101,80.0,July,2013,918.2412256714287,103.18493316666667,179.0156489264706,0.0
2231,The Wolverine,132.556852,Fox,PG-13,126,120.0,July,2013,120.41492175,83.18311766666666,500.64574383928573,0.0
